Title	PostDate	ReleaseDate	Genre	Size	URL	OGLink	Video	Poster	SS1	SS2
Sons of the Forest v32963 Early Access	10-Mar-23	23-Feb-23	Action	9.23 GB	https://www.skidrowreloaded.com/sons-of-the-forest-v32963-early-access/	https://store.steampowered.com/app/1326470/Sons_Of_The_Forest/	https://www.youtube.com/watch?v=vXLMbcVRGKA	https://www.skidrowreloaded.com/wp-content/uploads/2023/02/Sons-of-the-Forest-pc-free-download.jpg	https://cdn.akamai.steamstatic.com/steam/apps/1326470/ss_e6e3ab1badfb287a77fb6eef7b1589a35371496b.1920x1080.jpg?t=1676311362	https://cdn.akamai.steamstatic.com/steam/apps/1326470/ss_4fa5d260318f0aa37754b00c5dc10d1b7b9b9b1d.1920x1080.jpg?t=1676311362
Masterplan Tycoon-GoldBerg	10-Mar-23	9-Mar-23	Indie	206 MB	https://www.skidrowreloaded.com/masterplan-tycoon-goldberg/	https://store.steampowered.com/app/1644500/Masterplan_Tycoon/	https://www.youtube.com/watch?v=O679rpqd-ac	https://www.skidrowreloaded.com/wp-content/uploads/2023/03/Masterplan-Tycoon-pc-free-download.jpg	https://cdn.akamai.steamstatic.com/steam/apps/1644500/ss_6b684593333aa240b862d7dec743d23123e8db60.1920x1080.jpg?t=1678380867	https://cdn.akamai.steamstatic.com/steam/apps/1644500/ss_e021aad2c1ee94809e799b97d2872fc90c8a5c13.1920x1080.jpg?t=1678380867
Mega Mall Story 2-GoldBerg	10-Mar-23	6-Mar-23	Casual	85 MB	https://www.skidrowreloaded.com/mega-mall-story-2-goldberg/	https://store.steampowered.com/app/1983700/Mega_Mall_Story_2/	https://www.youtube.com/watch?v=7tn1t50Hikc	https://www.skidrowreloaded.com/wp-content/uploads/2023/03/Mega-Mall-Story-2-pc-free-download.jpg	https://cdn.akamai.steamstatic.com/steam/apps/1983700/ss_4c0cce6b12fc12c7f50cbc0346661d48360fd827.1920x1080.jpg?t=1678071179	https://cdn.akamai.steamstatic.com/steam/apps/1983700/ss_9a31278927056c069438e948172738653c821e2b.1920x1080.jpg?t=1678071179
Age of Empires II Definitive Edition v101.102.12638.0-P2P	10-Mar-23	10-Aug-21	Strategy	35 GB	https://www.skidrowreloaded.com/age-of-empires-ii-definitive-edition-v101-102-12638-0-p2p/	https://store.steampowered.com/app/1557210/Age_of_Empires_II_Definitive_Edition__Dawn_of_the_Dukes/	https://www.youtube.com/watch?v=nbY3fj_FO7I	https://www.skidrowreloaded.com/wp-content/uploads/2022/04/Age-of-Empires-II-Definitive-Edition-Dynasties-of-India-pc-free-download.jpg	https://cdn.cloudflare.steamstatic.com/steam/apps/1557210/ss_4102dd4ed403d3732f7ade4dad828a6c18be9995.600x338.jpg?t=1628179509	https://cdn.cloudflare.steamstatic.com/steam/apps/1557210/ss_e3dc762f9dcb911defcdae6665162286c24ad75e.600x338.jpg?t=1628179509
MX vs ATV Legends v1.1.8-P2P	10-Mar-23	8-Nov-22	"Racing, Sports"	17 GB	https://www.skidrowreloaded.com/mx-vs-atv-legends-v1-1-8-p2p/	https://store.steampowered.com/app/1979072/MX_vs_ATV_Legends__Supercross_World_Tour/	https://www.youtube.com/watch?v=4acC0-MYm-k	https://www.skidrowreloaded.com/wp-content/uploads/2022/06/MX-vs-ATV-Legends-pc-free-download.jpg	https://cdn.cloudflare.steamstatic.com/steam/apps/1205970/ss_0384581082cb44f5565b99ac2ca0a9fdfc219370.600x338.jpg	https://cdn.cloudflare.steamstatic.com/steam/apps/1205970/ss_6c3ff80f768952c20bde14b2a57bdfb42b66f2a4.600x338.jpg
Hearts of Iron IV v1.12.11-P2P	10-Mar-23	3-Jun-21	"Simulation, Strategy"	4.57 GB	https://www.skidrowreloaded.com/hearts-of-iron-iv-v1-12-11-p2p/	https://store.steampowered.com/app/1579991/Hearts_of_Iron_IV_Eastern_Front_Planes_Pack/	https://www.youtube.com/watch?v=rHPVx_S5EZQ	https://www.skidrowreloaded.com/wp-content/uploads/2021/02/Hearts-of-Iron-IV-pc-free-download.jpg	https://steamcdn-a.akamaihd.net/steam/apps/1348660/ss_70fa6792e60ed2671be0d0fef454ce531835eddb.600x338.jpg?t=1602073107	https://steamcdn-a.akamaihd.net/steam/apps/1348660/ss_726a58b0eee3454b3e741cda721e0f3d6441ee88.600x338.jpg?t=1602073107
MechWarrior 5 Mercenaries v1.1.338-GOG	10-Mar-23	27-May-21	RPG	25.8 GB	https://www.skidrowreloaded.com/mechwarrior-5-mercenaries-v1-1-338-gog/	https://www.gog.com/en/game/mechwarrior_5_mercenaries_jumpship_edition	https://www.youtube.com/watch?v=havERWgW234	https://www.skidrowreloaded.com/wp-content/uploads/2022/07/MechWarrior-5-Mercenaries-pc-free-download.jpg	https://cdn.cloudflare.steamstatic.com/steam/apps/784080/ss_7ad09dce9856d392cf52fbac4602826566e66e85.600x338.jpg?t=1674690651	https://cdn.cloudflare.steamstatic.com/steam/apps/784080/ss_884ff57bf4a0bca9e14f29343df2d1e1b154da8b.600x338.jpg?t=1674690651
The Eternal Cylinder v1.0.3.3-P2P	10-Mar-23	13-Oct-22	"Action, Adventure"	6.23 GB	https://www.skidrowreloaded.com/the-eternal-cylinder-v1-0-3-3-p2p/	https://store.steampowered.com/app/865680/The_Eternal_Cylinder/	https://www.youtube.com/watch?v=4aGcivCWpjM	https://www.skidrowreloaded.com/wp-content/uploads/2022/10/The-Eternal-Cylinder-pc-free-download.jpg	https://cdn.cloudflare.steamstatic.com/steam/apps/865680/ss_a6affa388effef0b9116fdaef6a1170b520a473d.600x338.jpg?t=1665410996	https://cdn.cloudflare.steamstatic.com/steam/apps/865680/ss_b8c3ac57bb3700d602e3a692bf88e622a12455b7.600x338.jpg?t=1665410996
No Mans Sky v4.13-GOG	10-Mar-23	1-Sep-21	"Action, Adventure"	12.64 GB	https://www.skidrowreloaded.com/no-mans-sky-v4-13-gog/	https://www.gog.com/game/no_mans_sky	https://www.youtube.com/watch?v=udDXRQMPyKQ	https://www.skidrowreloaded.com/wp-content/uploads/2022/04/No-Mans-Sky-pc-free-download.jpg	https://cdn.cloudflare.steamstatic.com/steam/apps/275850/ss_dc8aa463367b8c30fc9dbc56d9234dde0d0ccce4.600x338.jpg	https://cdn.cloudflare.steamstatic.com/steam/apps/275850/ss_e415c28756369114c1ddb57ea29880ee13c6870e.600x338.jpg
Resident Evil 6 Build 10112070-Repack	10-Mar-23	21-Mar-13	Action	7.5 GB	https://www.skidrowreloaded.com/resident-evil-6-build-10112070-repack/	https://store.steampowered.com/app/221040/Resident_Evil_6/	https://www.youtube.com/watch?v=0JRBG9iRdOY	https://www.skidrowreloaded.com/wp-content/uploads/2023/03/Resident-Evil-6-pc-free-download.jpg	https://cdn.akamai.steamstatic.com/steam/apps/221040/ss_42cfd0ed6ef0bf03a28e48f1faf25c21777d6fa6.1920x1080.jpg?t=1677550018	https://cdn.akamai.steamstatic.com/steam/apps/221040/ss_23c74c345e615e8296d03dc78f328e7a75f8d5d5.1920x1080.jpg?t=1677550018
